ID;SchoolCode;SchoolName
31834;035313;UNIVERSIDAD PENTECOSTAL MIZPA
31835;035324;ADVANCED TRAINING ASSOCIATES
31836;035344;AMERICAN INST OF ALTERNATIVE MEDICI
31837;035353;HUNTINGDON COUNTY CAREER AND TECHNO
31838;035363;INSTITUTE FOR THERAPEUTIC MASSAGE
31839;035373;NEW YORK AUTOMOTIVE & DIESEL INSTIT
31840;035383;ALEXANDRIA SCH OF SCIENTIFIC THERAP
31841;035423;CONCORDE CAREER INSTITUTE
31842;035424;COPPER MOUNTAIN COLLEGE
31843;035433;HARRIS SCHOOL OF BUSINESS
31844;035443;ATENAS COLLEGE
31845;035493;ULTIMATE MEDICAL ACADEMY
31846;035523;LESTON COLLEGE
31847;035533;SOUTHEASTERN COLLEGE
31848;035553;SOUTHEASTERN INSTITUTE
31849;035554;SOUTHEASTERN INSTITUTE
31850;035573;NORTH FLORIDA COSMETOLOGY INSTITUTE
31851;035614;SUSQUEHANNA COUNTY CAREER & TECHNOL
31852;035653;MASARYKOVA UNIVERZITA
31853;035703;CAROLINA CHRISTIAN COLLEGE
31854;035704;ENGLISH CENTER (THE)
31855;035705;NORTHPOINT BIBLE COLLEGE
31856;035723;EAST VALLEY INSTITUTE OF TECHNOLOGY
31857;035733;AVIATION INSTITUTE OF MAINTENANCE
31858;035773;COBA ACADEMY
31859;035793;TEXAS COUNTY TECHNICAL INSTITUTE
31860;035833;OHIO INSTITUTE OF ALLIED HEALTH
31861;035844;COLORADO SCHOOL OF HEALING ARTS
31862;035883;IRENE'S MYOMASSOLOGY INSTITUTE
31863;035904;NTMA TRAINING CENTERS OF SOUTHERN C
31864;035933;SOUTHWEST INSTITUTE OF HEALING ARTS
31865;035983;AVALON BEAUTY COLLEGE
31866;036074;TOTAL LOOK SCHOOL OF COSMETOLOGY AND MAS
31867;036083;CARIBBEAN FORENSIC & TECHNICAL COLL
31868;036103;MJ'S BEAUTY ACADEMY INC
31869;036113;BRIGHTON CENTER'S CENTER FOR EMPLOY
31870;036114;FLORIDA BARBER ACADEMY
31871;036123;BIRTHWISE MIDWIFERY SCHOOL
31872;036124;VALLEY GRANDE INSTITUTE FOR ACADEMI
31873;036143;DAVID'S ACADEMY OF BEAUTY
31874;036163;AVIATION INSTITUTE OF MAINTENANCE
31875;036173;HEALING MOUNTAIN MASSAGE SCHOOL
31876;036263;BROWN AVEDA INSTITUTE
31877;036273;LAMAR INSTITUTE OF TECHNOLOGY
31878;036274;JACKSONVILLE BEAUTY INSTITUTE
31879;036276;FLORIDA EDUCATION INSTITUTE
31880;036353;CARVER BIBLE COLLEGE
31881;036383;ROSSLYN TRAINING ACADEMY OF COSMETOLOGY
31882;036393;WEST COAST ULTRASOUND INSTITUTE
31883;036423;INSTITUTE OF TECHNOLOGY
31884;036433;MR. JOHN'S SCHOOL OF JACKSONVILLE,  INC,
31885;036454;RUDY & KELLY ACADEMY OF HAIR AND NA
31886;036463;DESIGN'S SCHOOL OF COSMETOLOGY
31887;036506;PC AGE
31888;036507;PC AGE
31889;036523;METROPOLITAN LEARNING INSTITUTE
31890;036543;EASTERN VIRGINIA CAREER COLLEGE
31891;036614;SOUTH FLORIDA INSTITUTE OF TECHNOLO
31892;036654;CHRISTIE'S EDUCATION
31893;036663;PILLAR COLLEGE
31894;036673;FAITH THEOLOGICAL SEMINARY
31895;036683;BIRTHINGWAY COLLEGE OF MIDWIFERY
31896;036703;TONI & GUY HAIRDRESSING ACADEMY
31897;036763;FAMILY OF FAITH COLLEGE
31898;036783;PIMA MEDICAL INSTITUTE
31899;036803;JAY'S TECHNICAL INSTITUTE
31900;036813;CALIFORNIA HEALING ARTS COLLEGE
31901;036824;DALLAS BARBER & STYLIST COLLEGE
31902;036833;INTERNATIONAL BARBER & STYLE COLLEGE
31903;036894;FAITH EVANGELICAL COLLEGE & SEMINARY
31904;036953;COMMUNITY ENHANCEMENT SERVICES
31905;036955;ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENT
31906;036957;SANTIAGO CANYON COLLEGE
31907;036963;UNIVERSITY OF THE WEST
31908;036964;SABER
31909;036983;WEST COAST UNIVERSITY
31910;037003;REGENCY BEAUTY INSTITUTE - CLEVELAND
31911;037013;MEMPHIS INSTITUTE OF BARBERING
31912;037023;DELAWARE LEARNING INSTITUTE OF COSMETOLO
31913;037063;AMERICAN INSTITUTE
31914;037133;BEIS MEDRASH HEICHAL DOVID
31915;037143;TREND BARBER COLLEGE
31916;037203;CARLSON COLLEGE OF MASSAGE THERAPY
31917;037233;CULINARY INST ALAIN & MARIE LENOTRE
31918;037243;DIGIPEN INSTITUTE OF TECHNOLOGY
31919;037275;MOORE CAREER COLLEGE
31920;037276;AUGUSTE ESCOFFIER SCHOOL OF CULINARY ART
31921;037283;UNIVERSITY OF DERBY
31922;037293;NH INSTITUTE FOR THERAPEUTIC ARTS
31923;037303;BATON ROUGE COMMUNITY COLLEGE
31924;037323;INTERNATIONAL YACHT RESTORATION SCH
31925;037333;BAPTIST UNIVERSITY OF THE AMERICAS
31926;037343;JOHN D. ROCKEFELLER IV CAREER CENTER
31927;037353;INST OF CLINICAL ACUPUNCTURE & ORIENT MD
31928;037354;CHARLIES GUARD,DETECTIVE BUREAU&ACA
31929;037363;ADVANCE BEAUTY COLLEGE
31930;037404;ATI COLLEGE
31931;037405;THE ART INSTITUTE OF TUCSON
31932;037463;LEGRAND INSTITUTE OF COSMETOLOGY
31933;037464;SOUTHEASTERN INSTITUTE
31934;037485;DURHAM BEAUTY ACADEMY
31935;037503;TECHNICAL LEARNING CENTERS
31936;037513;ESCUELA HOTELERA DE SAN JUAN
31937;037524;SCHOOL OF URBAN MISSIONS
31938;037573;ADVANCE SCIENCE INSTITUTE
31939;037583;BAYAMON COMMUNITY COLLEGE
31940;037593;COMPUTER TUTOR BUSINESS & TECH INST
31941;037633;MEDICAL PROFESSIONAL INSTITUTE
31942;037634;BOLD BEAUTY ACADEMY
31943;037663;PENNSYLVANIA SCHOOL OF MUSCLE THERAPY
31944;037723;SAGINAW CHIPPEWA TRIBAL COLLEGE
31945;037733;CENTER FOR NATURAL WELLNESS SCHOOL OF MA
31946;037744;SHEAR ACADEMY
31947;037763;AUGUSTE ESCOFFIER SCHOOL OF CULINARY ART
31948;037764;ORION INSTITUTE
31949;037773;PAUL MITCHELL THE SCHOOL GASTONIA
31950;037783;HEALTH WORKS INSTITUTE
31951;037814;INDUSTRIAL TECHNICAL COLLEGE
31952;037833;BLUE CLIFF CAREER COLLEGE
31953;037834;ABDILL CAREER COLLEGE
31954;037843;MEDICAL UNIVERSITY OF BIALYSTOK
31955;037844;TOHONO O'ODHAM COMMUNITY COLLEGE
31956;037853;J.G. GUAYNABO TECHNICAL COLLEGE
31957;037863;ADVANCED COLLEGE
31958;037873;EXPERTISE SCHOOL OF BEAUTY
31959;037893;UNITECH TRAINING ACADEMY
31960;037894;RIVER PARISHES COMMUNITY COLLEGE
31961;037953;CASSIA BEAUTY COLLEGE
31962;037974;CAREER CARE INSTITUTE
31963;038003;COLEGIO TECNICO DE ELECTRICIDAD GALLOSA
31964;038004;INSTITUTE OF BEAUTY OCCUPATIONS AND TECH
31965;038014;BEAUTY INSTITUTE (THE)
31966;038023;UTA MESIVTA OF KIRYAS JOEL
31967;038033;HEALTHCARE TRAINING INSTITUTE
31968;038043;BELLEFONTE ACADEMY OF BEAUTY
31969;038044;MEDTECH INSTITUTE
31970;038083;INSTITUTE OF BEAUTY AND WELLNESS (AIM)
31971;038105;COURT REPORTING INSTITUTE OF LOUISI
31972;038113;EASTERN SCHOOL OF ACUPUNCTURE AND TRADIT
31973;038123;OMNITECH INSTITUTE
31974;038133;NORTHCENTRAL UNIVERSITY
31975;038143;TURNING POINT BEAUTY COLLEGE
31976;038144;SOKA UNIVERSITY OF AMERICA
31977;038153;IN SESSION-ARTS OF COSMETOLOGY BEAU
31978;038163;ARTISTIC NAILS & BEAUTY ACADEMY
31979;038193;AMERICAN PUBLIC UNIVERSITY SYSTEM
31980;038214;UNIVERSAL COLLEGE OF HEALING ARTS
31981;038223;PAUL MITCHELL THE SCH-MONROE AND MADISON
31982;038224;MAPLE SPRINGS BAPTIST BIBLE COLLEGE & SE
31983;038233;FLORIDA ACADEMY OF HEALTH & BEAUTY
31984;038273;CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGI
31985;038295;SKINWORKS SCHOOL OF ADVANCED SKINCARE
31986;038303;SAE INSTITUTE OF TECHNOLOGY
31987;038313;INSTITUTE OF HAIR DESIGN
31988;038324;COSMETOLOGY SCHOOL OF ARTS & SCIENCES
31989;038333;AMERICAN ACADEMY OF ACUPUNCTURE AND ORIE
31990;038363;FORTIS COLLEGE - FORTIS INSTITUTE
31991;038373;AVEDA FREDRIC'S INSTITUTE
31992;038383;NIGHTINGALE COLL. SCH. OF NURSING SCH. O
31993;038385;NORTHWEST HEALTH CAREERS
31994;038393;AVEDA INSTITUTE NEW YORK
31995;038413;CAREER BEAUTY COLLEGE
31996;038425;CAMBRIDGE INSTITUTE OF ALLIED HEALTH
31997;038493;AGUADILLA TECHNICAL COLLEGE
31998;038553;ECCLESIA COLLEGE
31999;038563;UNIVERSAL BEAUTY SCHOOL
32000;038565;FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY
32001;038593;E.I.N.E.
32002;038626;VIRGINIA BAPTIST COLLEGE
32003;038683;WORLD MISSION UNIVERSITY
32004;038684;LOS ANGELES MUSIC ACADEMY
32005;038713;FOLSOM LAKE COLLEGE
32006;038725;NORTHLAND INTERNATIONAL UNIVERSITY
32007;038733;COPENHAGEN BUSINESS SCHOOL
32008;038743;CAMBRIDGE JUNIOR COLLEGE
32009;038744;COMMMUNITY CHRISTIAN COLLEGE
32010;038763;CULPEPER COSMETOLOGY TRAINING CENTER
32011;038814;EUROPEAN MASSAGE THERAPY SCHOOL
32012;038834;AVIATION INSTITUTE OF MAINTENANCE
32013;038853;EMPLOYMENT SOLUTIONS
32014;038893;STANBRIDGE COLLEGE
32015;038913;SOMA INSTITUTE - THE NATIONAL SCHOOL OF
32016;038943;HUNTSVILLE BIBLE COLLEGE
32017;039034;AMERICAN BEAUTY SCHOOL
32018;039035;SOUTHERN TECHNICAL COLLEGE
32019;039073;PAUL MITCHELL THE SCHOOL GREAT LAKES
32020;039093;PAUL MITCHELL THE SCHOOL LOGAN
32021;039104;NATIONAL POLYTECHNIC COLLEGE
32022;039123;CROSSETT SCHOOL OF COSMETOLOGY
32023;039143;CALC, INSTITUTE OF TECHNOLOGY
32024;039153;CAREER QUEST LEARNING CENTER
32025;039163;ECLIPS SCHOOL OF COSMETOLOGY AND BARBERI
32026;039173;EVERGREEN BEAUTY AND BARBER COLLEGE
32027;039213;CAMEO COLLEGE OF ESSENTIAL BEAUTY
32028;039214;WHITE EARTH TRIBAL AND COMMUNITY COLLEGE
32029;039223;SOUTH TEXAS BARBER COLLEGE
32030;039233;PRECISION MANUFACTURING INSTITUTE
32031;039243;HAIR ACADEMY 110 (THE)
32032;039273;MARINELLO SCHOOL OF BEAUTY
32033;039303;BUCHANAN BEAUTY COLLEGE
32034;039325;TOTAL COSMETOLOGY TRAINING CENTER
32035;039353;CALIFORNIA NURSES EDUCATIONAL INSTITUTE
32036;039373;YESHIVA COLLEGE OF THE NATION'S CAPITAL
32037;039394;CENTURA INSTITUTE
32038;039396;DAYTONA COLLEGE
32039;039413;AVE MARIA UNIVERSITY
32040;039443;MASSAGE THERAPY TRAINING INSTITUTE
32041;039444;PROFESSIONAL CAREERS INSTITUTE
32042;039453;UNIVERSITY OF WEST LONDON
32043;039463;FRANKLIN W. OLIN COLLEGE OF ENGINEERING
32044;039483;HARRISBURG UNIVERSITY OF SCIENCE AND TEC
32045;039563;SOUTH LOUISIANA COMMUNITY COLLEGE
32046;039573;BLUE RIDGE COMMUNITY AND TECHNICAL COLLE
32047;039574;NEW COLLEGE OF FLORIDA
32048;039603;NEW RIVER COMMUNITY AND TECHNICAL COLLEG
32049;039623;AMERICAN INSTITUTE OF MASSAGE THERAPY
32050;039633;HEALING TOUCH CAREER COLLEGE
32051;039644;INTERNATIONAL SCHOOL OF BEAUTY
32052;039653;NEW ENGLAND COLLEGE OF FINANCE
32053;039654;MYRANGEL BEAUTY INSTITUTE
32054;039655;HAIR EXPRESSIONS ACADEMY
32055;039663;VIRGINIA BEACH THEOLOGICAL SEMINARY
32056;039683;LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE
32057;039696;UEI COLLEGE
32058;039703;HANDS ON THERAPY
32059;039704;WELLSPRING SCHOOL OF ALLIED HEALTH
32060;039713;AMERICAN CAREER COLLEGE
32061;039733;EX'PRESSION COLLEGE FOR DIGTAL ARTS
32062;039745;CALIFORNIA CAREER COLLEGE
32063;039753;INSTITUTE OF PROFESSIONAL CAREERS
32064;039763;MASSAGE THERAPY INSTITUTE OF COLORADO
32065;039803;CALIFORNIA STATE UNIVERSITY CHANNEL ISLA
32066;039823;VISIBLE SCHOOL - MUSIC AND WORSHIPS ARTS
32067;039833;SCHOOL OF PROFESSIONAL HORTICULTURE, AT
32068;039853;COMMERCIAL DIVING ACADEMY
32069;039863;AVIATOR COLLEGE OF AERONAUTICAL SCIENCE
32070;039873;TEXAS HEALTH SCHOOL
32071;039883;SAE INSTITUTE OF TECHNOLOGY, NEW YORK
32072;039953;UNIVERSITY OF EAST-WEST MEDICINE
32073;039973;ARKANSAS BEAUTY COLLEGE
32074;039993;BEAUMONT ADULT SCHOOL
32075;040013;PALACE BEAUTY COLLEGE
32076;040033;BLAKE AUSTIN COLLEGE
32077;040043;THUY PRINCESS BEAUTY COLLEGE
32078;040053;UNITED STATES UNIVERSITY
32079;040063;NUVO COLLEGE OF COSMETOLOGY
32080;040143;P&A SCHOLARS BEAUTY SCHOOL
32081;040144;PALLADIUM TECHNICAL ACADEMY
32082;040153;FRANKFURT SCHOOL OF FINANCE & MANAGEMENT
32083;040165;AMERICAN INSTITUTE OF BEAUTY
32084;040213;AUGUSTA SCHOOL OF MASSAGE
32085;040283;MOUNTAIN STATE SCHOOL OF MASSAGE
32086;040293;TRENDSETTERS OF FLORIDA SCHOOL OF BEAUTY
32087;040313;SALON PROFESSIONAL ACADEMY (THE)
32088;040353;TENNESSEE CAREER INSTITUTE
32089;040363;SOUTHEAST TEXAS CAREER INSTITUTE
32090;040373;LOS ANGELES FILM SCHOOL (THE)
32091;040375;ACADEMY OF HAIR DESIGN
32092;040383;ATA CAREER EDUCATION
32093;040384;AVI CAREER INSTITUTE
32094;040385;PIERPONT COMMUNITY & TECHNICAL COLLEGE
32095;040386;BRIDGEVALLEY COMMUNITY AND TECHNICAL COL
32096;040387;IDEAL BEAUTY ACADEMY
32097;040393;SULLIVAN AND COGLIANO TRAINING CENTERS
32098;040403;COMPASS CAREER COLLEGE
32099;040413;BERKS CAREER & TECHNOLOGY CENTER
32100;040414;MOUNTWEST COMMUNITY AND TECHNICAL COLLEG
32101;040433;ACE COMPUTER TRAINING CENTER
32102;040443;HAZELDEN GRADUATE SCHOOL OF ADDICTION ST
32103;040453;NORTHWEST BEAUTY SCHOOL
32104;040513;ART INSTITUTE OF PHOENIX (THE)
32105;040543;SOUTHWEST APPLIED TECHNOLOGY COLLEGE
32106;040553;CREATIVE HAIR SCHOOL OF COSMETOLOGY
32107;040573;ASHER COLLEGE
32108;040593;TUCSON COLLEGE OF BEAUTY
32109;040603;AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY
32110;040653;ROSEMAN UNIVERSITY OF HEALTH SCIENCES
32111;040663;CARDIAC AND VASCULAR INSTITUTE OF ULTRAS
32112;040673;SELMA UNIVERSITY
32113;040683;FOUR COUNTY CAREER CENTER
32114;040723;AVEDA INSTITUTE PROVO
32115;040733;JUNG TAO SCHOOL OF CLASSICAL CHINESE MED
32116;040743;HONDROS COLLEGE
32117;040764;GNOMON SCHOOL OF VISUAL EFFECTS
32118;040803;ASPEN UNIVERSITY
32119;040813;BAIS MEDRASH TORAS CHESED
32120;040823;PROFESSIONAL CAREER TRAINING INSTITUTE
32121;040833;MARION COUNTY TECHNICAL EDUCATION CENTER
32122;040834;CAMBRIDGE INSTITUTE OF ALLIED HEALTH & T
32123;040883;WESTMED COLLEGE
32124;040894;CCI TRAINING CENTER
32125;040923;COASTLINE BEAUTY COLLEGE
32126;040924;MAKE-UP DESIGNORY
32127;040933;ACADEMY OF NATURAL THERAPY
32128;040953;KING'S COLLEGE (THE)
32129;041003;SUCCESS SCHOOLS
32130;041013;CAROLINA SCHOOL OF BROADCASTING
32131;041023;NEW AGE TRAINING
32132;041043;ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO
32133;041054;PENSACOLA SCHOOL OF MASSAGE THERAPY & HE
32134;041063;PALM BEACH ACADEMY OF HEALTH & BEAUTY
32135;041103;UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
32136;041113;WEST HILLS COLLEGE LEMOORE
32137;041123;LOUISIANA CULINARY INSTITUTE
32138;041143;NEVADA STATE COLLEGE
32139;041145;VALLEY COLLEGE OF MEDICAL CAREERS
32140;041153;COACHELLA VALLEY BEAUTY COLLEGE
32141;041155;TALMUDICAL SEMINARY OF BOBOV
32142;041156;MAYFIELD COLLEGE
32143;041164;FUTURE-TECH INSTITUTE
32144;041166;TAYLOR COLLEGE
32145;041169;DIGRIGOLI SCHOOL OF COSMETOLOGY
32146;041171;EDP SCHOOL OF COMPUTER PROGRAMMING
32147;041172;INSTITUTO EDUCATIVO PREMIER
32148;041173;DAYTON SCHOOL OF MEDICAL MASSAGE
32149;041174;MILWAUKEE CAREER COLLEGE
32150;041175;SOLEX MEDICAL ACADEMY
32151;041176;LARRY'S BARBER COLLEGE
32152;041177;MONROE 2-ORLEANS BOCES, CENTER FOR WORK
32153;041179;CHAMPION BEAUTY COLLEGE
32154;041183;NORTHCOAST MEDICAL TRAINING ACADEMY
32155;041184;CHICAGO ORT TECHNICAL INSTITUTE
32156;041186;ACADEMY OF COSMETOLOGY
32157;041187;AMERICAN BUSINESS & TECHNOLOGY UNIVERSIT
32158;041188;NEW YORK FILM ACADEMY
32159;041190;EASTERN WEST VIRGINIA COMMUNITY & TECHNI
32160;041191;CITY VISION COLLEGE
32161;041192;CAREER COLLEGE CONSULTANTS
32162;041194;AVEDA INSTITUTE - SAINT PETERSBURG
32163;041196;YESHIVA OF FAR ROCKAWAY DERECH AYSON RAB
32164;041198;GDS INSTITUTE
32165;041200;SUNNYSIDE BEAUTY ACADEMY
32166;041203;HEALTH AND STYLE INSTITUTE
32167;041204;PAUL MITCHELL THE SCHOOL MIAMI
32168;041209;ARIZONA CULINARY INSTITUTE
32169;041210;TECHSKILLS - INDIANAPOLIS
32170;041211;GALLERY COLLEGE OF BEAUTY (THE)
32171;041215;COLUMBIA SOUTHERN UNIVERSITY
32172;041217;DIXIE APPLIED TECHNOLOGY COLLEGE
32173;041218;CRISWELL COLLEGE
32174;041220;TRI COUNTY REGIONAL VOCATIONAL TECHNICAL
32175;041223;GRANTHAM UNIVERSITY
32176;041234;YESHIVAS BE'ER YITZCHOK
32177;041239;LEXINGTON HEALING ARTS ACADEMY
32178;041240;DOMINION SCHOOL OF HAIR DESIGN
32179;041241;ELITE COLLEGE OF COSMETOLOGY
32180;041245;TECHSKILLS
32181;041246;PROFESSIONAL ACADEMY OF COSMETOLOGY
32182;041247;AMBRIA COLLEGE OF NURSING
32183;041250;GENTLE HEALING SCHOOL OF MASSAGE
32184;041251;MONTESSORI CASA INTERNATIONAL
32185;041254;ACADEMY AT AUSTIN (THE)
32186;041255;MANUEL AND THERESA'S SCHOOL OF HAIR DESI
32187;041256;CAREER SCHOOL OF NY
32188;041260;OHIO ACADEMY PAUL MITCHELL PARTNER SCHOO
32189;041264;CHAMPION INSTITUTE OF COSMETOLOGY
32190;041265;COAST CAREER INSTITUTE
32191;041269;ACADEMY OF CAREER TRAINING
32192;041271;UNIVERSITY OF CALIFORNIA, MERCED
32193;041272;VICTORIA'S ACADEMY OF COSMETOLOGY
32194;041273;COLUMBIA COLLEGE
32195;041274;DIGITAL MEDIA ARTS COLLEGE
32196;041275;CDE CAREER INSTITUTE
32197;041277;AMERICAN SENTINEL UNIVERSITY
32198;041279;TRIDENT UNIVERSITY INTERNATIONAL
32199;041280;MILLENNIUM TRAINING INSTITUTE
32200;041284;MANAGEMENT RESOURCES INSTITUTE
32201;041288;BRANFORD ACADEMY OF HAIR & COSMETOLOGY
32202;041294;CENTER FOR MASSAGE & NATURAL HEALTH
32203;041298;MEDIATECH INSTITUTE DALLAS
32204;041299;FLORIDA SCHOOL OF MASSAGE
32205;041301;LOUISIANA DELTA COMMUNITY COLLEGE
32206;041302;INST. OF PRODUCTION AND RECORDING
32207;041304;SHEAR EXCELLENCE INTERNATIONAL HAIR ACAD
32208;041306;CENTER FOR HEALING ARTS (THE), LLC
32209;041307;ACADEMY OF MASSAGE AND BODYWORK
32210;041308;CASCADE BEAUTY COLLEGE
32211;041309;TRICOCI UNIVERSITY OF BEAUTY CULTURE
32212;041311;YESHIVA TORAS CHAIM
32213;041312;TOTAL IMAGE BEAUTY ACADEMY
32214;041313;CORINTH ACADEMY OF COSMETOLOGY
32215;041315;COLLECTIVE (THE)
32216;041316;LIBERTY TECHNICAL COLLEGE
32217;041317;SOUTHWEST UNIVERSITY AT EL PASO
32218;041324;ACADEMY OF ESTHETICS AND COSMETOLOGY
32219;041326;WISCONSIN ACADEMY (THE)
32220;041327;INFOTECH CAREER COLLEGE
32221;041328;INLAND MASSAGE INSTITUTE
32222;041329;Z HAIR ACADEMY
32223;041331;CALIFORNIA UNIVERSITY OF MANAGEMENT AND
32224;041335;ACADEMY FOR FIVE ELEMENT ACUPUNCTURE
32225;041337;NEW YORK MEDICAL CAREER TRAINING CENTER
32226;041339;FUTURA CAREER INSTITUTE
32227;041340;JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO
32228;041341;JERSEY COLLEGE
32229;041343;EVANS HAIRSTYLING COLLEGE
32230;041347;INTERNATL PROFESSIONAL SCHL OF BODYWORK
32231;041348;AVEDA INSTITUTE - TALLAHASSEE
32232;041350;COZMO THE SCHOOL
32233;041359;ORION COLLEGE
32234;041363;FOCUS:  HOPE INFORMATION TECHNOLOGIES CE
32235;041364;AMERICAN INSTITUTE OF MEDICAL SCIENCES &
32236;041365;PCCENTER
32237;041369;UNIVERSITY OF AESTHETICS (THE)
32238;041370;UNIVERSITY OF AESTHETICS & COSMETOLOGY (
32239;041372;BORNER'S BARBER COLLEGE
32240;041373;CAYCE/REILLY SCHOOL OF MASSOTHERAPY
32241;041375;TRICOCI UNIVERSITY OF BEAUTY CULTURE
32242;041378;AVEDA INSTITUTE COLUMBUS
32243;041380;INSTITUTE OF THERAPEUTIC MASSAGE
32244;041381;YESHIVA OF MACHZIKAI HADAS
32245;041382;SALON PROFESSIONAL ACADEMY (THE)
32246;041384;SCHOOL OF DESIGNING ARTS
32247;041385;CARDIOTECH ULTRASOUND SCHOOL
32248;041386;ALASKA CHRISTIAN COLLEGE
32249;041387;PAUL MITCHELL THE SCHOOL - PASADENA
32250;041390;MIDWESTERN CAREER COLLEGE
32251;041393;NATIONAL BEAUTY COLLEGE
32252;041394;HAIR ACADEMY (THE)
32253;041397;FREDERICK SCHOOL OF COSMETOLOGY
32254;041398;DELAWARE COLLEGE OF ART & DESIGN
32255;041400;GLOBAL HEALTH NURSE TRAINING SERVICES
32256;041402;MISSISSIPPI INSTITUTE OF AESTHETICS, NAI
32257;041405;HORIZON UNIVERSITY
32258;041407;AVEDA INSTITUTE CHAPEL HILL
32259;041408;NORTH FLORIDA ACADEMY
32260;041409;INTERNATIONAL COSMETOLOGY ACADEMY
32261;041410;AVEDA INSTITUTE CHICAGO
32262;041411;FRENCH ACADEMY OF COSMETOLOGY
32263;041412;TONI & GUY HAIRDRESSING ACADEMY
32264;041413;SAN FRANCISCO INSTITUTE OF ESTHETICS
32265;041414;LAURUS COLLEGE
32266;041416;OMEGA STUDIOS' SCHOOL OF APPLIED RECORDI
32267;041417;HEALING HANDS SCHOOL OF HOLISTIC HEALTH
32268;041423;AVEDA INSTITUTE SAN ANTONIO
32269;041425;TOURO COLLEGE LOS ANGELES
32270;041426;TOURO UNIVERSITY
32271;041429;GEORGIA GWINNETT COLLEGE
32272;041431;PROFESSIONAL HANDS INSTITUTE
32273;041432;HULT INTERNATIONAL BUSINESS SCHOOL
32274;041435;CHARLOTTE SCHOOL OF LAW
32275;041438;WOODLAND COMMUNITY COLLEGE
32276;041442;CAREER DEVELOPMENT INSTITUTE
32277;041443;INSTITUTE OF CULINARY EDUCATION
32278;041444;ACADEMY OF HAIR DESIGN (THE)
32279;041445;HAIR ACDMY PAUL MITCHELL PARTNER SCHOOL
32280;041448;INTERNATIONAL ACADEMY OF STYLE
32281;041450;SAN DIEGO CULINARY INSTITUTE
32282;041452;TRANSFORMED BARBER AND COSMETOLOGY ACADE
32283;041454;OXFORD ACADEMY OF HAIR DESIGN
32284;041455;SKIN SCIENCE INSTITUTE (THE)
32285;041456;INTERNATIONAL COLLEGE OF COSMETOLOGY
32286;041457;THE SYSTEM A PAUL MITCHELL PARTNER SCHL
32287;041458;PULSE BEAUTY ACADEMY A PAUL MITCHELL PAR
32288;041459;CELEBRITY SCHOOL OF BEAUTY
32289;041460;NATIONAL CAREER COLLEGE
32290;041462;EMERALD COAST TECHNICAL COLLEGE
32291;041463;MARCHMAN TECHNICAL EDUCATION CENTER
32292;041465;PORTLAND ACTORS CONSERVATORY
32293;041467;AVIATION INSTITUTE OF MAINTENANCE
32294;041468;SOUTH TEXAS TRAINING CENTER
32295;041469;ADVANCED WELDING INSTITUTE
32296;041470;PAUL MITCHELL THE SCHOOL ATLANTA
32297;041471;TRICOCI UNIVERSITY OF BEAUTY CULTURE
32298;041472;TRICOCI UNIVERSITY OF BEAUTY CULTURE
32299;041473;TRICOCI UNIVERSITY OF BEAUTY CULTURE
32300;041474;TRICOCI UNIVERSITY OF BEAUTY CULTURE
32301;041475;TRICOCI UNIVERSITY OF BEAUTY CULTURE
32302;041476;AVEDA INSTITUTE LAS VEGAS
32303;041477;LAKE LANIER SCHOOL OF MASSAGE
32304;041480;NEW LIFE BUSINESS INSTITUTE
32305;041482;BEYOND 21ST CENTURY BEAUTY ACADEMY
32306;041483;DENVER SCHOOL OF NURSING
32307;041484;EUROPEAN ACADEMY OF COSMETOLOGY AND HAIR
32308;041485;MEDICAL INSTITUTE OF PALM BEACH
32309;041487;AMERICAN INSTITUTE OF INTERIOR DESIGN
32310;041488;CENTERPOINT MASSAGE & SHIATSU THERAPY SC
32311;041489;N CALIF INSTITUTE OF COSMETOLOGY
32312;041491;PAUL MITCHELL THE SCHOOL CINCINNATI
32313;041492;XCELL ACADEMY-A PAUL MITCHELL PARTNER SC
32314;041493;PARK WEST BARBER SCHOOL
32315;041494;GARY MANUEL AVEDA INSTITUTE
32316;041495;A & W HEALTHCARE EDUCATORS
32317;041497;HOMESTEAD SCHOOLS
32318;041498;SOMERSET COUNTY TECHNOLOGY CENTER
32319;041499;PROFILE INSTITUTE OF BARBER-STYLING
32320;041501;GOLDEN STATE COLLEGE OF COURT REPORTING
32321;041503;RWM FIBER OPTICS
32322;041506;D & L ACADEMY OF HAIR DESIGN
32323;041508;IMMOKALEE TECHNICAL CENTER
32324;041509;PROCESS INSTITUTE OF COSMETOLOGY (THE)
32325;041512;SALON PROFESSIONAL ACADEMY (THE)
32326;041514;VANITY SCHOOL OF COSMETOLOGY
32327;041515;AMERICAN ACADEMY OF COSMETOLOGY
32328;041516;MY-LE'S BEAUTY COLLEGE
32329;041517;BELLA CAPELLI ACADEMY
32330;041518;TEMPLE (THE): A PAUL MITCHELL PARTNER SC
